Statement,Label
This video shows police in a different state hitting a suspect in an unrelated rape case,0
"No, this video does not show a real self-driving car",0
"No, this is not a video of a woman hitting an Indian ruling party lawmaker with a shoe",0
"No, this is not a photo of an Indian ruling party candidate dressed like the monkey god Hanuman",0
This photo has been doctored to include an image of India's first law minister on a UK bus,0
This video shows a mock funeral procession during an anti-citizenship law protest in India in 2019,0
Old photos misrepresented as new images of India unemployment protests,0
Wrong dead poet? Top Indian politician's condolence tweet has been doctored,0
A photo of Rahul and Priyanka Gandhi campaigning in 2019 is being shared in a misleading context after a high profile India rape case,0
Footage of police clash from India's West Bengal is misrepresented as Bangalore,0
"Facebook India policy chief cutting tricolour cake? No, it's an Indian diplomat",0
This photo has been doctored to include a slogan in support of Indian farmers,0
"No, this video does not show Indian police blocking an ambulance for the motorcade of a ruling party politician",0
"No, pressing 'cancel' twice at an ATM does not protect against fraud",0
"No, these photos do not show fake fingers manufactured to cast votes in India's election",0
The cartoon has been doctored to include the US cartoonistâ€™s signature and names of Indian news channels,0
This photo shows a demonstration in Chile in 2016,0
These photos show convoys at unrelated events in different Indian states in years past,0
Old photos of unrelated aircrafts are used to claim Rafale fighter jet crashed during training in India in September 2020,0
This footage has been taken from a video game,0
This video actually shows cashew-shaped biscuits being made,0
Photos of a Muslim domestic violence victim circulate online with misleading claim,0
Experts in India refute misleading claim that China-made Holi festival goods are infected with coronavirus,0
False claim circulates online that video shows assault on a Hindu woman in the Indian state of Kerala,0
Indian health authority refutes hoax report of coronavirus case in Uttar Pradesh district,0
Indian health authorities dismiss hoax report of novel coronavirus case in east Indian state,0
Hoax circulates online that an old Indian textbook lists treatments for COVID-19,0
Indian authorities refute 'fake' advisory which claimed disinfectant would be sprayed across India to tackle COVID-19,0
Footage of bodies at New York funeral home circulates with misleading claim in India,0
"Chinese tourists holiday in Indian hotspot? No, theyâ€™re actually in Tibet",0
Photos of Indian actress posing with a Pakistani flag on a film set have been shared without context,0
False claim circulates that video shows body of Saddam Hussein 12 years after death,0
Posts about HIV-infected needle attacks in India are part of a long-running medical hoax,0
Indian health authorities refute myth that juiced vegetables can cure COVID-19,0
This video has circulated since at least May 2019 in reports about Cyclone Fani lashing India,0
"No, this is not a photo of Indian politician Rahul Gandhi meeting a pornstar in the USA",0
"This video shows Indian and US troops staging a mock drill in 2016, not clashes in Kashmir",0
"No, this video does not show a Hindu boy being attacked because he flew a saffron flag from his house in West Bengal",0
"No, this is not footage of wreckage from a recent train accident in India",0
"No, these are not photos of a boar left in an Indian mosque by Hindus in April 2019",0
This photo has circulated in reports since 2012 about an Indian Army banner in Ladakh,0
WHO did not warn against eating cabbage during the COVID-19 pandemic,0
"No, this not a photo of a Muslim politician from the Indian National Congress party harassing a Hindu woman",0
"No, these are not photos of an Indian Congress party leader detained over a plot to kill Hindus",0
"No, this is not a photo of a Muslim woman holding a placard in support of Indian Prime Minister Narendra Modi",0
"No, this photo does not show a member of India's Congress party saying the country will be ruled by Muslims",0
Hoax circulates in India that government has banned coronavirus-related posts on social media,0
"No, this is not a photo of dead cows in India",0
"No, this video does not show Hindu siblings who were assaulted by Muslim men after an attempted rape in India",0
"No, this is not a video of a mob destroying voting machines in Indiaâ€™s 2019 election",0
"No, this video does not show Pakistan flags being waved in India by supporters of the opposition Indian National Congress party",0
"No, this is not a video of cash seized at Indian politiciansâ€™ homes -- itâ€™s an art installation",0
"No, this is not a photo of a man who tried to vote in the 2019 Indian elections while impersonating a Muslim woman",0
This video has circulated online since 2009 -- more than one decade before the COVID-19 pandemic,0
"Indiaâ€™s Supreme Court did not approve this logo for teachers, central government says",0
These old photos actually show an actress and a Muslim murder victim,0
"No, these photos do not show attacks on Hindus by Muslims in the Indian state of West Bengal in 2019",0
"No, this video does not show a Kuwaiti singer demanding the construction of a Hindu temple in India",0
"No, this photo does not show a rally for Indiaâ€™s ruling party",0
This 2016 video shows a remote-controlled toy aircraft performing stunts,0
This image has been digitally manipulated to show a Hindu God on a Times Square billboard,0
"No, this is not a real image of an Indian politician joining a rival party",0
"No, this is not a video of Indian Prime Minister Narendra Modi campaigning in Hyderabad",0
This photo has been doctored to show Narendra Modi bowing to Xi Jinping,0
This photo has circulated in reports since 2018 about an incident in the north Indian state of Bihar,0
"No, this video does not show an Indian National Congress politicianâ€™s trousers falling down while he gives a speech",0
The image has been digitally manipulated from a photo of a Mahatma Gandhi statue,0
The audio in this video has been doctored to include chants supporting an Indian opposition politician,0
"No, UNESCO has not named Indian leader Modi the worldâ€™s 'best prime minister'",0
This video shows a tsunami crashing into a city in Japan in 2011,0
"No, this video does not show Cyclone Fani hitting Indiaâ€™s east coast",0
This video shows another TV reporter protecting himself from gunfire while reporting on a militant attack in Indian-administered Kashmir,0
This video shows a 2017 protest in Bangladesh against the treatment of Rohingya Muslims in Myanmar,0
"No, this building is not a local office of the Indian National Congress party",0
This video actually shows an incident during Modiâ€™s visit to New York in 2014,0
"No, this is not a real photo showing India Prime Minister Narendra Modi's mother with an image of a rival politician hanging on her wall",0
"Kashmir separatist leader Yasin Malik is not dead, his lawyer says",0
"No, this video does not show police in Delhi blocking an ambulance to make way for the motorcade of Indiaâ€™s opposition party chief",0
This photo shows a yoga retreat in the southern Indian state of Kerala,0
The image has been doctored -- the original photo shows police protesting an unrelated issue in 2019,0
"No, this apple variety is not named after Indian Prime Minister Modi",0
This photo actually shows an Indian Air Force chopper that crashed in the state of Uttarakhand in 2018,0
"No, this video does not show supporters of Indiaâ€™s ruling party celebrating in the UK when exit poll results were revealed",0
"No, this photo does not show a woman who was assaulted by Indian police",0
This video shows two separate clips of BJP politicians being harassed in West Bengal more than three years ago,0
"No, this video does not show the flag of Indiaâ€™s ruling Bharatiya Janata Party being waved in a province in Pakistan",0
"No, this photo does not show an Indian stock exchange telling people to vote against PM Modi",0
This photo does not show Indiaâ€™s national flag being burned in India â€“ it's a 2015 Associated Press photo taken in Pakistan,0
"No, these photos do not show violence at a Muslim festival in Indian-administered Kashmir",0
"No, these photos do not show a pothole on an Indian expressway inaugurated by Indian Prime Minister Narendra Modi in 2018",0
"No, this â€˜safety helplineâ€™ for women in India travelling alone at night is not in service",0
"No, these photos do not show supporters of Indiaâ€™s ruling Bharatiya Janata Party protesting in the Indian state of Bengal in 2019",0
"No, this video does not show people celebrating Indian National Congress leader Rahul Gandhiâ€™s election victory",0
"No, this video does not show an Indian lawmaker from a regional opposition party dancing provocatively with a woman",0
"No, this video does not show a crowd chanting the name of Prime Minister Narendra Modi at a political rally of the Indian National Congress Party",0
"No, this video is not 'breaking news' revealing electoral fraud by Indiaâ€™s ruling party",0
This footage has circulated in reports about unattended bodies at a hospital in south India in 2013,0
"No, this photo shows actor Amitabh Bachchan greeting a former Indian state government chief",0
"No, the head of Indiaâ€™s opposition Congress party did not promise to provide farmland on the moon",0
One video three ways: old footage of Indiaâ€™s Priyanka Gandhi viewed tens of thousands of times alongside multiple misleading claims,0
"No, Indian politician Sushma Swaraj has not been appointed as a state governor",0
"No, this is not a photo of a temple in India dedicated to the Hindu god Shiva",0
"No, this video does not show an Indian politician expressing support for Rohingya refugees",0
This 2018 video shows Bohra Muslims practicing dining etiquette in Mumbai,0
"No, this is not a video of armed police intercepting real terrorists at a temple in India",0
This rendition of the Indian national anthem was produced in August 2017 to mark Indiaâ€™s 71st Independence Day,0
This footage shows Indian soldiers celebrating Ganesh Chaturthi in the Shingo River Valley in September 2019,0
"No, this is not a photo of Indian Prime Minister Narendra Modi touching opposition Congress party leader Sonia Gandhiâ€™s feet",0
This old photo was taken during a March 2011 protest in the northern Indian city of Lucknow,0
This video of Boris Johnson has circulated in media reports since August 2018,0
"No, this video does not show workers from Indiaâ€™s ruling party attacking a Muslim",0
This is an AFP photo of a policeman threatening a child with a baton during clashes in Bangladesh in 2010,0
The footage of Syed Ali Shah Geelani is actually from April 2018,0
This video shows the funeral of an Indian army soldier that was held a day before the Hyderabad attack,0
This is a photo of Shah Rukh Khan in London in 2012 -- police deny Khan was ever arrested,0
"No, this is not a real photo of Indian opposition politicians waiting to meet Pakistan Prime Minister Imran Khan",0
This video shows US congresswoman Tulsi Gabbard speaking at a Hindu festival,0
This video shows a flyover performance by the Italian Air Force on Republic Day in Rome,0
"No, this is not a real picture of Indian film stars wearing scarves promoting Indiaâ€™s ruling party",0
"No, this video does not show Indian Prime Minister Narendra Modi walking to file his election nomination",0
"No, this is not a photo of Google CEO Sundar Pichai coming to India to vote in 2019 elections",0
"No, these are not photos of a bird killed by Cyclone Fani in 2019",0
"No, this is not footage of Cyclone Fani in the Bay of Bengal",0
"No, this video does not show a Pakistan national flag waved at an Indian National Congress party rally",0
"No, these are not photos of Sonia Gandhi in her youth",0
"No, this is not a video showing Rohingya refugees harassing workers from Indiaâ€™s ruling party in West Bengal",0
"No, American cartoonist Ben Garrison did not create posts disparaging India's top political parties",0
"No, these photos do not show workers from the All India Trinamool Congress demolishing a statue of a scholar in Kolkata in 2019",0
"No, these photos do not show a Hindu woman in India after being attacked by a Muslim boy",0
"No, this photo does not show an Indian political activist making a speech in front of a map showing Indian states redrawn as part of Pakistan",0
"No, this is not a video of Indian political party supporters shouting â€˜Long live Pakistanâ€™",0
"No, this is not a video of the Pakistan national flag being waved at a victory procession for an Indian political party",0
"No, this is not a photo of an Indian policeman kicking a religious devotee",0
"No, Indian PM Modi did not receive a jumper from FIFAâ€™s president implying he was a cheat",0
"No, this is not a photo of Indian Prime Minister Narendra Modi with a highly paid makeup artist",0
"No, this is not a video of a girl being burned alive in India for going to church",0
"No, this video does not show Indian police beating Hindu protesters demanding the construction of a temple",0
"No, Indian politician Priyanka Gandhi did not meet Pakistanâ€™s army chief in Dubai on Feb 7, 2019",0
"No, this is not a video of an elephant trampling a man to death in India",0
"No, this is not a video of Indian prime minister Narendra Modi consoling a â€˜martyrâ€™ widow on the telephone",0
"No, this video does not show Muslims singing a Hindu song at a mosque in Dubai",0
"No, this is not a photo of a missing Indian student with Islamic State group fighters in Syria",0
"No, this is not a photo of Indian Air Force officers who carried out an airstrike in Pakistanâ€™s Balakot",0
"No, this is not a video of communal violence in Indiaâ€™s Rajasthan",0
"No, this photo does not show an Indian politician getting a university degree",0
"No, this is not a video of a mock funeral held by opponents of India's prime minister to celebrate a loss for his party in state elections",0
"No, this photo is not of a poor Indian child suffering from cancer",0
"No, this is not a video showing the aftermath of an attack by Muslims on Hindus in India",0
"No, the Islamic State group is not â€˜hackingâ€™ the profiles of WhatsApp users in India",0
"No, this video does not show members of an Indian Hindu nationalist group torturing Muslim women",0
"No, this photo does not show Indian politician Rahul Gandhi meeting a Pakistani intelligence agent in Dubai",0
"No, this is not a photo of Indian politician Rahul Gandhi with the perpetrator of a deadly suicide attack in Kashmir",0
"No, non-resident Indians cannot vote online during general elections in India",0
"No, this is not a photo of Indian tennis player Sania Mirza in Pakistan",0
"No, this video does not show armed men forcing people to attend a political rally in the Indian city of Kolkata",0
"No, this is not a photo of an Indian vegetarian politician consuming meat during election rallies",0
"No, this is not a video of an Indian National Congress party leader waving Pakistanâ€™s flag",0
"No, Indian Prime Minister Narendra Modi did not meet Hafiz Saeed, the head of a UN and US-listed terrorist organisation",0
"No, politicians from Indiaâ€™s ruling party did not joke at a funeral for martyred soldiers",0
"No, this is not a photo of people killed in a 2002 train attack in India",0
"No, these are not photos of a rally in India's Ayodhya on November 25, 2018",0
"No, this is not a photo of people fleeing Indiaâ€™s Gujarat state",0
"No, these photos do not show Pakistanâ€™s national flag on the streets of an Indian city to celebrate the election of a new mayor",0
"No, this video does not show Indian trucks on a train because diesel prices have gone up",0
"No, this photo does not show that former Indian cricketer Anil Kumble has joined Indiaâ€™s ruling Bharatiya Janata Party",0
"No, this video does not show supporters of Indiaâ€™s ruling party tearing down a statue of the countryâ€™s first law minister",0
"No, the Reserve Bank of India Governor has not publicly blamed Prime Minister Narendra Modi for his recent resignation",0
"No, this post does not show a man in India holding the head of a murdered politician",0
"No, this is not a photo of an Indian soldier in sub-zero temperatures",0
"No, this is not a photo of an Indian minister defacing a poster of Prime Minister Narendra Modi",0
"No, an Indian TV channel did not report that Indian opposition leader Rahul Gandhi is a Muslim",0
"No, this is not a photo of a Palestinian father kissing the skull of his dead son",0
"No, this is not a video of Indian Army soldiers skydiving",0
"No, this is not a photo of an Indian politician harassing a woman",0
"No, this is not a video of Islamic terrorism in India",0
"No, this is not a video of tigers attacking and killing a man at a wildlife park in India",0
"No, this video does not show Indiaâ€™s opposition Congress party workers burning an effigy of Prime Minister Narendra Modi",0
This video of Pakistanâ€™s Imran Khan has nothing to do with Indiaâ€™s recent policy in Kashmir,0
"No, this is not a video of Indian soldiers dancing to celebrate a recent airstrike on Pakistan",0
"No, this is not a photo of a national highway in western India",0
"No, this is not an accurate comparison of how Russia welcomes Indian and Pakistani leaders",0
"No, these are not photos of Pakistan on February 27, 2019 after Indian airstrikes",0
"No, this is not a photo of the Indian Air Force pilot who carried out air strikes in Pakistan",0
"No, this is not a video of Indian war planes striking targets in Pakistan",0
"No, these photos do not show Hindus being attacked by 'goons' working for an Indian state's chief minister",0
"No, this is not a real photo of former US president Barack Obama watching Indian Prime Minister Narendra Modiâ€™s inauguration",0
"No, these are not photos of Indian soldiers after a deadly Kashmir suicide attack",0
"This video shows Indian police conducting an anti-terror drill, police say",0
"No, terror attacks have not killed 'zero' civilians in Indian cities under Prime Minister Narendra Modi",0
These digital illustrations have no connection to Indiaâ€™s Chandrayaan-2 lunar mission,0
"No, this photo does not show Indian soldiers resting next to a tank",0
"No, these photos do not show a protest against electronic vote machine tampering in India in May 2019",0
"No, this video does not show police officers attacking members of a Hindu organisation in India's West Bengal in 2019",0
"No, this is not a real photo of a Indian Communist Party politician campaigning with an image of a Kashmiri separatist leader",0
This is a two-year old video that shows a teacher protest elsewhere in India,0
"This video shows a 2018 funeral procession for Kashmiri militants, not a protest in 2019",0
"No, this photo does not show the funeral of a militant killed by security forces in Indian-administered Kashmir",0
"No, this is not a video of the Indian Kashmir attack on February 14, 2019",0
"No, this photo does not show an Indian soldier on duty in the desert of Rajasthan.",0
"No, this video does not show people dancing in London to a Hindi song during the 2019 Cricket World Cup",0
"No, these are not photos of 'ripe and ready' purple mangoes in northern India",0
"No, this photo does not show Indian Prime Minister Narendra Modi wearing shoes inside a temple",0
"No, this video does not show an Indian millionaire celebrating Narenda Modi's re-election by giving away $100,000",0
"No, this is not a photo of a girl lost at a railway station in northern India in 2019",0
"No, this is not a genuine photo of Pakistani cricket players being frisked ahead of a match against India",0
Hoax circulates that â€˜not a single vegetarian has contracted COVID-19 according to the WHO',0
Footage of axe attack in Pakistan circulates as sectarian hoax in India after COVID-19 lockdown,0
New hoax circulates online that India has outlawed social media posts about COVID-19,0
"No, this is not a real photo of Indiaâ€™s main opposition leader with a black eye",0
"No, this video does not show supporters of Rahul Gandhi crying after his election defeat",0
Police and local authorities have said the â€˜advisoryâ€™ is a hoax -- but some official restrictions on the use of social media have been imposed,0
"No, the Reserve Bank of India did not tell people to press â€˜Cancelâ€™ twice at ATMs",0
"No, Indiaâ€™s 2,000 Rupee notes do not contain nano chips",0
"No, these are not coffins for Indian security forces killed in a Maoist attack in May 2019",0
"No, these photos do not show Muslims in Sri Lanka who converted to Hinduism after demolishing a mosque",0
Fake 'roadmap' for India's plans to relax coronavirus lockdown circulates online,0
"No, this is not a video of Indian college students dressed as terrorists",0
"No, this video does not show an Indian politician pointing a gun at an opponent during a live television debate",0
"No, this is not a real photo of Pakistani Prime Minister Imran Khan having dinner with Indian Prime Minister Narendra Modi",0
This video shows an Indian police officer beating a man who allegedly broke coronavirus lockdown restrictions,0
Misleading claim circulates online about New Zealand Prime Minister Jacinda Ardern's visit to Hindu temple,0
UNICEF officials refute false claim that agency released coronavirus prevention guidelines,0
Hoax circulates that the WHO has approved Indian student's ginger juice 'COVID-19 remedy',0
"No, this is not a screengrab showing a major Indian TV channel report on a Sikh regiment refusing to fight",0
"No, this is not a photo of a Kashmiri woman beaten by the Indian Army",0
"No, this is not a photo of Indiaâ€™s National Maritime Museum in Mumbai",0
"No, these videos do not show Indian, Pakistani warplanes in Kashmir",0
Photos of Punjab policewoman who died in road accident circulate with false rape claim,0
This photo has circulated in reports about a road in the north Indian state of Bihar since 2017,0
This photo has circulated in reports about an interfaith Indian couple who married in 2016,0
This image merges a photo of Thai sky lanterns with a photo of India's Golden Temple,0
Is a new killer insect spreading deadly virus in humans? Fact Check!,0
Is this video of lathicharge on Shikshakarmis in Gorakhpur on 1st June? Fact Check!,0
"Fact Check: No, Kerala Police has not issued any Such Warning to the Public as claimed by viral social media posts!",0
Is this the image of a brave Bihar police officer who shot dead 3 men attempting to rape a studentâ€¦?,0
Does the Temple banner says that Shudra and Muslims not allowed in the temple ? Fact Check!,0
Fact Check: Do these 5 videos prove that BJP manipulated EVMs to win more than 300 seatsâ€¦?,0
Fact Check: Video of a Christian Pastor trying to stop Tsunami with prayers is fake. Here is the truthâ€¦,0
Fact Check: Were total number of votes polled in 373 constituencies found to be less than the total number of EVM votes countedâ€¦?,0
Is a Hindu woman being tortured in West-Bengal? Fact Check!,0
Fact Check: Did PM Modi Enter Guruvayoor Temple Wearing Footwearâ€¦?,0
Fact Check: Did Hindu Terrorists attack Muslims with bow and arrows in Biharâ€™s Kishanganjâ€¦?,0
Fact Check: Amit Shah did not pull up Modi for attending Iftar party.,0
Fact Check: The infant murdered in Aligarh was not raped reveals post mortem report.,0
Fact Check: Viral video claiming Gandhi family owns properties in Italy.,0
"Did a Pakistani man named Farid Khan wore the Indian Flag dress and during India Vs Pakistan match, urinated in the oval gallery and also got arrested? Fact Check!",0
Have the Rohingya Muslims inhabited the empty land near Balrampur Railway Station? Fact Check!,0
"Is the picture shown of Pratapgarh, Maharashtra ? Fact Check!",0
Did Pakistani cricket fans demand Virat Kohli instead of Kashmir? Fact Check!,0
Is Kiran Bedi appointed as J&K Governor? Fact Check!,0
Did MIM leader Asaduddin Owaisi wrote a letter to the UN stating that Muslims are not safe in India? Fact Check!,0
Is this auto-driver PM Narendra Modiâ€™s brother? Fact Check!,0
Fake Alert: The Man Shown In The Image Is Not The Tallest Man On Earth.,0
This video was made viral after tampering its audio and inserting slogans against RSS,0
This incident in Jaisalmer happened due to mutual differences and it is not related to caste violence in any way.,0
Does this video describe an accident of National Highway 10 in India?,0
"Is the person shown in the photo, Himanshu Mishra (aka Vicky Bhartaul)? Hereâ€™s the truth.",0
"Dispute amongst children on a playground in Unnao, UP was given a communal angle with false narrative.",0
This video is from Brazil and it has no relation with India,0
This incident has no relation with any religion or communalism,0
The old profile picture of a Facebook user named Zeeshan Usmani made viral to mislead people.,0
"The incident of 2016 Akhnoor city in Jammu is being showcased and spread as a current incident by the nephew of Keshav Maurya, Deputy Chief Minister of Uttar Pradesh",0
Did Arnab Goswami said â€œkill them in thousandsâ€ after Article 370 was scrapped?,0
The person seen in the video is not Saudi Prince Mohammed Bin Salman,0
This fabricated video has been designed by adding pictures and videos of old incidents held in different cities. It is being spread with the claim that the videos represent the current situation of Kashmir.,0
Was the objectionable poster that declares Prime Minister Narendra Modi as â€˜the dracula of kashmirâ€™ put up in Aligarh Muslim University?,0
Italyâ€™s Republic Day Celebrations Viral as Indian Independence Day at Trafalgar Square in London,0
The video of a professor from Kashmir University is being spread using the name of the granddaugher of Maharaja Hari Singh,0
This group of lionesses are not from Thane but from Junagadh city of Gujarat.,0
This video of 2017 Muharram procession is being showcased as the current situation of Kashmir,0
The video of the Gorur Dam in Karnataka is being circulated as the video of the Indira Sagar Dam in Madhya Pradesh.,0
A mentally unwell old woman was beaten on the wrong charge of child theft,0
This couple belongs to the Hindu community and this incident is not related to Love-Jihad,0
"To confuse people, a picture of a boy is being circulated with the claim of Amethiâ€™s Pandit missing from Purva area",0
The information on â€˜Deposit Insurance Coverâ€™ released by RBI in 2017 is currently being circulated as the latest information issued by the Bank,0
The 2-year-old video is being circulated in the context of the Motor Vehicle Act.,0
An old video from Pakistan is been showcased and spread across as being the current situation in Kashmir,0
A Reality show performance passed off as Emmanuel Macron and his wife.,0
Fact Check: Is this Trinamool MP Nusrat Jahan dancing in Durga Puja?,0
This video has no connection with the traffic challan,0
A controversial statement given by alleged BJP MLA Anil Upadhyay goes viral,0
Gautam Gambhir did not say: â€œMy commentary is more important than the pollution control meetingâ€,0
The viral video of the hotel engulfed in fire is not from Mumbai,0
Video of Light show from Istanbul made viral as a show conducted in Chandan Nagar in West Bengal,0
Video of water-logging from sea waves in Muscat made viral as Mumbaiâ€™s Marine Drive,0
This video of mischief-monger drunkards are being currently spread giving the impression that the police is acting in accordance with the recently amended Motor Vehicles Act,0
"This video is from Gujarat Jamnagar, from a programme organised on 23 August 2019 where sword skills were demonstrated by women",0
Video of AAP MLA Pankaj Pushkar being beaten up with misleading claims,0
Fact Check:Was this 70-year-old man killed in Police action against CAA protestors? Hereâ€™s the truthâ€¦,0
"Fact Check: Were these toilets built under Swachh Bharat Abhiyan scheme? No, Hereâ€™s the truthâ€¦",0
This video has no relation with Coronavirus.,0
There is no vaccine for Coronavirus as yet !,0
"No, Worldâ€™s Cutest Baby Anahita Hashemzadeh Does Not Have Coronavirus",0
Viral WhatsApp audio claiming 2 month lock down in India is FAKE !,0
PM Modi has not announced any internet ban due to COVID-19 misinformation,0
Inhalation of hot steam will NOT kill Coronavirus !,0
Hot air from hair dryer will cannot kill Coronavirus.,0
Will drinking water every 15 minute prevent COVID-19?,0
The first volunteer of UK Coronavirus Vaccine Trial is alive!,0
Video of Texas teen spitting in tea bottle is not related to Coronavirus,0
"No, Coronavirus Does Not Have pH Value. The Viral Message is Fake",0
The Ministry of Tourism has NOT issued any order of closing down restaurants till October,0
This video of allegedly infected notes thrown on the road with the intention of spreading coronavirus in Delhi is fake.,0
A patient infected with coronavirus in Kanpur suffering without medical attention!,0
No announcement of lockdown extension till 4th May 2020 has been made on 2nd April 2020 !,0
Quote related to COVID-19 impact on the economy by Ratan Tata is FAKE!,0
Did Uttar Pradesh Police kill a Muslim boy for violating the lockdown?,0
Mock drill video from Bhagalpur made viral on social media as video of a cop a infected with Coronavirus,0
Old images shared as recent forest fire in Uttarakhand.,0
A Video from 2018 where a DMK Leader is seen assaulting a beautician is being shared as recent incident concerning a lady doctor,0
Bhutan Has Not Stopped Flow Of Irrigation Water To Assam,0
Old image from Nigeria shared as recent footage from Ladakh,0
Did Ben Garrison Draw a Cartoon on the Sorry State of the Indian Media? Read the Truth,0
"No, This is Not the Remains of a Martyred Soldier in Kargil War. The Truth Is Something Else",0
"No, this is not a video of Apache Helicopters deployed by IAF in Ladakh",0
"Assam University has not cancelled its PG, UG and Semester Exams",0
"No, Amitabh Bachchan has not tested negative for COVID-19",0
The news of the resignation of Biharâ€™s DGP Gupteshwar Pandey is fake.,0
Are organs of alleged coronavirus infected patients in Mumbai being smuggled?,0
Can the smoke from the cremation of COVID-19 victims spread virus?,0
Was Tricolor hoisted at Lal Chowk in Srinagar on the occasion of Indiaâ€™s 74th Independence Day? Know the truthâ€¦,0
The viral video of the pothole-riddled road is not from Mumbai,0
"No, This Is Not a Video of Captain Deepak Sathe Singing a Song",0
A VFX video viral as real Belarus protest,0
Was Rajdeep Sardesai beaten up after interviewing Riya Chakraborty?,0
It is not mandatory to have PUC certificate for a motor insurance claim,0
Pictures Panch Tattva celebrations held in 2019 in Russia spread as deities quarantined in India,0
"Chirag, Nitish, caste, Naxals and land reform — Modi’s 5 messages to Bihar voters",0
"The Bengal minister, once key to Mamata’s politics, who is now ‘revolting’ against her",0
"BJP wins 15 seats in Ladakh Hill Council polls, Congress improves tally to 9",0
"NDA govt ensured free grains for poor till Chhath Puja, says PM Modi",0
"MP bypoll results will surely teach some humility to Kamal Nath, says Jyotiraditya Scindia",0
"Almost 70% of MLAs in Bihar’s new assembly face criminal cases, up 10% from the last one",0
"Congress forms panels to ‘speak in one voice’, writers of ‘leadership change’ letter find space",0
"BJP brings new state leadership to Bihar, names Vijay Kumar Sinha in Speaker post fight",0
"Anand Sharma goes against Congress’ official line, welcomes PM Modi’s Covid vaccine review tour",0
"Trinamool Congress MLAs have lost faith in Mamata Banerjee govt, says West Bengal BJP chief",0
"Fissures hit Gupkar alliance’s J&K local poll campaign, but parties blame govt ‘intimidation’",0
"AAP to hold peaceful protest at ITO in support of Bharat Bandh, says Delhi minister Gopal Rai",0
Farmers' protest: Cop makes way for ambulance stuck in heavy traffic jam on DND flyway,0
"Kejriwal in house arrest after visiting farmers, says AAP, police reject claim",0
"Bharat bandh hits normal life in Assam, protesters burn effigy of PM Modi",0
"After Rahul Gandhi's statement, clamour grows among Rajasthan Congress leaders to support farmers",0
Some states hit but normal life largely unaffected by bandh; farmers to meet Amit Shah today,0
Tamil Nadu's Salem expressway project gets nod from Supreme Court,0
"Fact Check: Nagma goofs up again, calls anti-govt activist Vajpayeeâ€™s niece",0
"As Centre sends proposal, farmers say will consider but laws must be withdrawn",0
Fact Check: Were Indian flags waved at a political rally in Pakistan?,0
Fact Check: 1938 video of BKS Iyengar shared as PM Modi performing yoga,0
Fact Check: Video of Kejriwal alleging BJP-AIMIM deal in Bihar is four years old,0
Fact Check: BrahMos launch video shared with false claims of failure,0
Did two real sisters marry their own brother? Fact Check!,0
Did Pakistani cricket fan in UK break a TV during World Cup match? Fact Check!,0
Fact Check: Is Dr. Saibal arrested again by Chhattisgarh Governmentâ€¦?,0
Are the Muslims intentionally licking the cutlery and plates on Eid for the Hindus to eat in it ? Fact Check!,0
Fact Check: Eggs of Kadaknath Chicken are not black in colour as its meat!,0
Fact Check: Did Kodiyeri Balakrishnan gave such a statement on the accusations made against Binoy Kodiyeriâ€¦?,0
Did Mamata Banerjee say she would commit suicide if Modi gets re-elected? Fact Check!,0
Fact Check: News about man who battered his wifeâ€™s feet with a baseball bat after mistaking her snake print stockings for real snake is false.,0
"Did Mithun Chakraborty adopt a child, which he found in the dustbin? Fact Check!",0
Did Narendra Modi give a controversial statement for defending Muslims? Fact Check!,0
Did the Army Chief give a controversial statement? Fact Check!,0
Did Saudi Crown Prince Mohammed Bin Salman make a statement related to chanting â€˜Jai Shriramâ€™? Fact Check!,0
FactCheck:Javed Akhtarâ€™s statement on leaving India along with Shabana Azmi if Modi is voted to power again,0
Are Muslims in Birmingham UK creating riots during Ramadan? Fact Check!,0
Did Amit Shah say that anyone found with a Pakistani Flag in India will be arrested under sedition law ? Fact Check!,0
Did PM Modi promised to spend Rs 100 Crores to build mosques in Maldives? Fact Check!,0
Fact Check: This vintage image is not of Ernakulamâ€™s M.G. Road but Vadodaraâ€™s M.G. Road!,0
The speech given by Mahua Moitra in the Lok Sabha is not stolen from someoneâ€™s article,0
Did Mandsaur school students chant slogans of â€˜Pakistan Zindabadâ€™ while leaving the school? Here is the truth.,0
Video of a man trying to immolate himself at Mecca by throwing petrol revived with communal spin,0
Did the central government reject the Delhi Governmentâ€™s proposal to make Metro ride free for women?,0
"This video of children being beaten in a Cage is from Porbandar, Gujrat",0
An old video of womenâ€™s protest in Kashmir is being showcased and circulated as a latest video,0
2015 Patna lathi charge video is being spread as current atrocities by police on Kashmiri Muslims after government scraps Article 370,0
An old incident from Rajasthan is currently being spread to be from Gujarat as a Muslim man being killed by a mob of Hindus.,0
A mentally challenged person was beaten up as the crowd suspected him of being a child kidnapper,0
Old clash video from Delhi shared as NRC List clashes in Assam,0
Dr. Babasaheb Ambedkarâ€™s statue was not damaged in Wayanad. It was damaged in Vedaranyam town in Nagapattinam district of Tamil Nadu.,0
Is Jawaharlal Nehru the step brother of â€“ Mohammad Ali Jinnah and Sheikh Omar Abdullah?,0
"Was a child abducting gang caught on NH 11 in Jaipur, Rajasthan?",0
The information about five children who ran away from their house is being spread as if they were kidnapped by a child-snatching gang.,0
